    x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label,class_name
0.0,0.0,0.0,-0.13930558488942799,0.11185938859382781,-0.00858107535070161,-0.23046133515730813,0.3469779049737545,-0.047328718683537614,-0.23236999819798523,0.5641344031746462,-0.08070885757431033,-0.20340693175014388,0.7152528342979603,-0.12125780358943562,-0.28872601431148504,0.3404736004836375,-0.15277541004878664,-0.2778013869700769,0.6713673804324448,-0.20671517625190275,-0.2631640666629205,0.8555132932498077,-0.22680576140291353,-0.2521216301839411,1.0,-0.2424918543054943,-0.16987504093286235,0.31699671955806075,-0.18152880335885524,-0.12518724483567756,0.6528280974793107,-0.2382284811276122,-0.11154355159672072,0.5920974870613402,-0.224362713789033,-0.1231945652784694,0.49432256839421107,-0.21603626234364276,-0.04108531667987498,0.2976602097700203,-0.2026923042278914,-0.017653854277072365,0.6058096956145161,-0.2513999883676425,-0.017816151865279052,0.5201965552453162,-0.20443562756940808,-0.03202532896457781,0.41693196328540233,-0.1718747708179563,0.08211963440414347,0.28689338466814834,-0.22242058752786484,0.07401514079935825,0.5351143698083083,-0.2593272257239899,0.06207347957425948,0.47050551358389736,-0.22603126320589714,0.05119225559932492,0.38491624506625793,-0.2001865542506588,3,Show_Desktop
0.0,0.0,0.0,-0.13775368745546698,0.11390733518245134,-0.011518932293049485,-0.22896931830936626,0.34877637986033694,-0.05142393308660724,-0.23106845177075855,0.5700943847245853,-0.0850348987705077,-0.20093551858668726,0.7255147928662465,-0.1254384016800119,-0.2877103395088395,0.34031671944857117,-0.15544700822060914,-0.2661881501705507,0.6705467321065763,-0.20959034685781944,-0.25152753057746563,0.8542620084086766,-0.2301847858354462,-0.24029349260843175,1.0,-0.24658802168299154,-0.1656696405428542,0.3179018068208761,-0.18323012114025874,-0.11989501841879083,0.6522914009474122,-0.240723322385728,-0.10622185088337495,0.5870126158170111,-0.22729470218612974,-0.11628006898931954,0.4855136595458966,-0.21907908316359676,-0.03649353797238092,0.2976296947367389,-0.20348588725780992,-0.011998717853516165,0.6032773974356759,-0.25371920257944486,-0.010432151551084337,0.5171765752024214,-0.20671799079845526,-0.024482833076701658,0.41424540090662515,-0.17397443161523674,0.0865862974408599,0.284859135908617,-0.22243323658808453,0.07976037747040096,0.5264389782494342,-0.2604548110845159,0.0703483699101579,0.4591083851228041,-0.22722365560993255,0.059506323787444526,0.3726216424022468,-0.2015135323348796,3,Show_Desktop
0.0,0.0,0.0,-0.14040596103984046,0.11677075640122597,-0.00822164278267461,-0.23376174826453824,0.3545308383440065,-0.046974656682032066,-0.24073428907929553,0.5778507835129708,-0.08056851001628938,-0.21709694853641512,0.7368080223931368,-0.12146927206737768,-0.28921773376443793,0.3366719890236671,-0.15172924088633968,-0.2664562721857167,0.669220733523318,-0.20656783139203955,-0.24557029276760667,0.8560022390605312,-0.2276982927410324,-0.22735894013582453,1.0,-0.24453376704151583,-0.16601418746720992,0.31051886968579107,-0.18291429357514255,-0.11684282339330952,0.6653575946743521,-0.24377631210276723,-0.10534865235515879,0.6000088916903514,-0.23264975392105147,-0.11701353751945255,0.4946850000031643,-0.2250147465767051,-0.03430040749889091,0.2857039339242985,-0.20634913852747866,-0.0052312250850722756,0.612591029075511,-0.2604265758157473,-0.008001888455801338,0.5221981366054754,-0.21346272813135228,-0.02488724007627235,0.41341866824628654,-0.17937939179193146,0.09245253704290858,0.2679003807921768,-0.2280964015639308,0.08887260327809093,0.5251978163780506,-0.2708651157242483,0.0745340406182541,0.4591697376223557,-0.23880489603937485,0.06001115733102466,0.37058192157972114,-0.2129295035867429,3,Show_Desktop
0.0,0.0,0.0,-0.1393815052057549,0.11754427424211654,-0.011267874563236453,-0.23454037340471431,0.35369887774391684,-0.053076860724399925,-0.23897968508001655,0.5779683235273023,-0.08857138597090776,-0.2068929159781347,0.7349948005267697,-0.13148602428110998,-0.29366010950461163,0.32842326749560324,-0.1612708297807357,-0.27297465052049597,0.6622605391708227,-0.2180287872648045,-0.25474444974719856,0.851265327075412,-0.23976042256473515,-0.23911883599228198,1.0,-0.25709459085655195,-0.1689201428022322,0.30200153081906456,-0.19168928877741467,-0.12291939568110555,0.6609420246410026,-0.255214582517039,-0.11326264042911278,0.5950800690252137,-0.24453554514873738,-0.1263711334533583,0.4894969686570124,-0.23674263685173302,-0.036218199444445945,0.2805658496308207,-0.21394894215328736,-0.008937782367019038,0.610333553483329,-0.2695689731736039,-0.01230714279921064,0.5200085494320495,-0.22231920746398273,-0.029617039196187998,0.410400011959027,-0.18742099357328665,0.09112969389820864,0.2676982069570049,-0.23456782736523488,0.08591320449920223,0.5297155580420719,-0.2768917899315721,0.07113696791275381,0.46328666185231016,-0.24353258513053166,0.056925763544910045,0.3745222949181928,-0.21662423771380077,3,Show_Desktop
0.0,0.0,0.0,-0.13894164033249362,0.11791132448074426,-0.010794416956982042,-0.23187703811541865,0.3560200918091261,-0.053002646316775814,-0.23401421746989376,0.581278811683088,-0.08909564802901752,-0.20284793350700533,0.7392217920688862,-0.13266548065482425,-0.29040465981796504,0.32947139459983105,-0.16101595603043978,-0.2677046676229421,0.6658634409064975,-0.21684317301190584,-0.24829167668809282,0.8533735203462068,-0.23777873119069043,-0.2318835621533558,1.0,-0.25451091935381015,-0.1648209076002894,0.30229575325706626,-0.19102662004781662,-0.11894164510617991,0.657181219395201,-0.25421662159369535,-0.10929800317497876,0.5894613873621269,-0.24353963570240478,-0.12185279813202472,0.48446487334654426,-0.23577772123779317,-0.03202634311045284,0.2804796090796468,-0.21267693829754772,-0.006345183823918444,0.6092260398540748,-0.26799729919141413,-0.010085685282160264,0.5174980664581468,-0.22100658329520584,-0.027039113914714752,0.40760239775897705,-0.18637450363001945,0.09500654114364634,0.26786116497199475,-0.23248811434051664,0.08885421424606428,0.5293157246897362,-0.2750543192034231,0.07419263240395761,0.46312402920127554,-0.24226183922326894,0.0597237483653108,0.37488601829451623,-0.21576467793560525,3,Show_Desktop
0.0,0.0,0.0,-0.1380891153461248,0.12004358901072677,-0.01016964177345204,-0.22887551124066152,0.35725623732274886,-0.05333570799432008,-0.22876000894149848,0.5808273015024673,-0.09090663883799367,-0.19459722505329072,0.7370085730668021,-0.13603638191925502,-0.28799282900718703,0.3289348193675908,-0.15960215753943643,-0.26669099576168526,0.6653965120847657,-0.21662570817226035,-0.24813643315872416,0.8536066347571044,-0.238996732061218,-0.2325560150404012,1.0,-0.25665233883991606,-0.1620425763399498,0.3017713635959949,-0.19037437501040635,-0.11636562721482013,0.6586714820692611,-0.25494617764223826,-0.10760874176053148,0.5935927681261952,-0.24552882795767708,-0.12120099513095053,0.4895296450870136,-0.2383708827737655,-0.029378891549696095,0.28013517740883065,-0.21281280171974903,-0.004916235413068473,0.6108769643136026,-0.26931546994995986,-0.009085757200186138,0.5208889164978749,-0.22279046465544253,-0.025799432402319133,0.410830159668027,-0.1880214327124635,0.09702637980365245,0.26806137414054454,-0.2333987629951804,0.08961119574748179,0.5289286391207717,-0.27706433172802486,0.07471648316311705,0.4632477085821386,-0.24446783924846374,0.06050858823938749,0.3752186719078549,-0.21772583976862128,3,Show_Desktop
0.0,0.0,0.0,-0.13899923176759862,0.12104620626835005,-0.01069270061250849,-0.23970884237953632,0.3461188685912651,-0.05767328324647977,-0.24851818054363306,0.5628072212205958,-0.10045407649357758,-0.21806075841017708,0.7137987493471665,-0.1510356005453189,-0.32135743467769906,0.3159882526853289,-0.15667642074204213,-0.30855082837097836,0.6533687031794327,-0.2199404717290609,-0.2946049096363563,0.8498493461005852,-0.24834414301086116,-0.2803985953727321,1.0,-0.2700671644844736,-0.1963606937212374,0.2914106370261781,-0.19089136634676074,-0.1464075501585248,0.6566893200938276,-0.2584744391615823,-0.12883741103221083,0.5819464565792914,-0.24995958325230097,-0.14251227573066116,0.4685634710002517,-0.2441686728272151,-0.06008446456989234,0.27143798839534533,-0.2178385321267216,-0.031049215246912516,0.606828003669806,-0.27741337657400833,-0.027100648283201453,0.5195773819918782,-0.2290803875924451,-0.04334814865829892,0.4101166450626925,-0.19373007525719074,0.07276792412454712,0.26238703007256803,-0.2433135940895431,0.06630509730807103,0.5316766733651285,-0.2876820693408994,0.06219550489758405,0.4647646150680136,-0.2513331573695101,0.05207041501767262,0.3742892210516995,-0.22208674662179942,3,Show_Desktop
0.0,0.0,0.0,-0.16131038600930583,0.10692693416397309,-0.0002515773689617064,-0.2770407107510471,0.32694852223884213,-0.05131266753952392,-0.2983215187328915,0.5459661296956808,-0.10353912251749242,-0.28523877373653594,0.6945784033101715,-0.1660736879307951,-0.37567996945912413,0.30467674053853633,-0.1495398598566693,-0.36259688662122136,0.6459179028148113,-0.2195444080484991,-0.35322854051606983,0.8507144081818466,-0.25319382734110957,-0.3445365531885063,1.0,-0.27920040511603444,-0.25630923312502585,0.274825652646524,-0.1939218083071168,-0.19328810198084945,0.6592531843677337,-0.2619006585816553,-0.16336040851799893,0.6089229020251067,-0.25391655487105713,-0.169850513561382,0.5128382321765357,-0.2518775966730364,-0.11761058187294286,0.25117674433925374,-0.23165340924530278,-0.07485217320798286,0.6071282877261321,-0.2927857105290162,-0.06325542425719201,0.515316975608685,-0.24588109924527743,-0.08125933815151687,0.39820563908218587,-0.21444675917228678,0.01967335790004451,0.2337103363465984,-0.26741927914083374,0.029608602121475997,0.5189400728217455,-0.3175787192360375,0.030778716320365003,0.45302836939932617,-0.28579249607649265,0.014358434678759142,0.35319163132703313,-0.26024857118542544,3,Show_Desktop
0.0,0.0,0.0,-0.16637911019468968,0.10651218310169142,0.0044692645794600925,-0.29140808880963703,0.325229563279542,-0.04326166287161719,-0.3215387709269618,0.5444709320541026,-0.09211617145213545,-0.31077055064978554,0.6939155697372634,-0.15206951652939593,-0.39723358878244935,0.2891881068139232,-0.15102514278251064,-0.3918181480787804,0.633129957975614,-0.21854238106656235,-0.3826190453585451,0.8451583056637548,-0.25036888396269763,-0.3742350551909913,1.0,-0.27614867410832866,-0.279438259367019,0.2555153446405314,-0.1976119452782534,-0.21303714009768576,0.6662164156625207,-0.259823658766709,-0.17652572515585446,0.6298989395078426,-0.24850493111562963,-0.17872766834137024,0.537583300032021,-0.24735655370229145,-0.13715899959693184,0.234401305699142,-0.23694589457797643,-0.08420620172568408,0.6113175840422989,-0.29065304269387016,-0.0710373524205235,0.5245034364364978,-0.2425590501355267,-0.09176869239340488,0.4052405764478734,-0.21443997586309924,0.005157891375290973,0.22303892671668624,-0.27433294702775907,0.0236727880664208,0.5277885713348633,-0.32070662831737,0.024593544177391416,0.4654509314154079,-0.2891602016848361,0.004881008585265313,0.36173372817325544,-0.26621092958103615,3,Show_Desktop
0.0,0.0,0.0,-0.1629013329956733,0.10315614775150397,-0.00486723365526791,-0.284661771031249,0.32985222043021634,-0.04535294748744772,-0.32971001486182805,0.5430033554966246,-0.08586824094980983,-0.3456148469466678,0.6967979842217904,-0.13476415300068337,-0.37548617497534453,0.322274124036543,-0.13663885153793223,-0.3682864775639917,0.6524029232830738,-0.20267362467477007,-0.3611636347971723,0.8494985356824203,-0.23564063657271753,-0.3564430299853862,1.0,-0.26226985305348627,-0.26379353220030116,0.2892481657684518,-0.17473269848329462,-0.18729346334115043,0.6563820684244569,-0.24027331134931693,-0.15518192848699802,0.591535839719394,-0.2337054619152347,-0.16634021119852127,0.49300231118722965,-0.23345725486392713,-0.1319236897017387,0.26013339094440163,-0.2080136150997583,-0.07323138045300837,0.5982917056379001,-0.268336168821318,-0.06338941709913042,0.5008360186226473,-0.22879478055556998,-0.09006842184616931,0.3884121960978074,-0.2033226670430549,-0.002922108225698757,0.2340391178718541,-0.23999255121608914,0.02342712319522124,0.5115383134272733,-0.2912751181677435,0.026057640657053363,0.44344534313069595,-0.26653088014483006,0.00581941410326784,0.3425041919231806,-0.24635608722811958,3,Show_Desktop
