x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,z0,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20,label,class_name
0.0,0.0,0.0,-0.0552235806509739,0.24167997030026295,-0.20954869154274688,-0.23598307913103533,0.5096201960945228,-0.3369498114874145,-0.3184251322203403,0.7517770540831911,-0.4373561602503662,-0.36269129745908857,1.0,-0.5154059813816089,-0.667846665882673,0.17283225709596786,-0.28044468485934937,-0.39795297035977995,0.18302469791703466,-0.4544969551392563,-0.19621642678899337,0.19655152597568767,-0.5454649045830114,-0.1861104257051142,0.19882123531199244,-0.606303719892589,-0.6797044211978115,-0.18003893956413736,-0.26649235463194726,-0.3556244218701965,-0.1302236848569812,-0.4253143532102357,-0.1536216575752335,-0.020473029674522615,-0.4624478734948404,-0.17177003913977634,-0.007792832717652354,-0.4848831877012351,-0.5794367860052084,-0.46821795359491253,-0.27190548088528077,-0.2680648630121495,-0.41470673388785506,-0.4287730360066712,-0.10742252215026807,-0.2482018655540244,-0.40450967510532543,-0.1446442246331658,-0.20006740249546395,-0.380138144951831,-0.42973272764929765,-0.6898937870875159,-0.3004043205770141,-0.15609116911828666,-0.6499899244749026,-0.4135037126767501,-0.04429896450661394,-0.4703000579522064,-0.41129697110156666,-0.08276239260545973,-0.3727418472807323,-0.40087370543289513,2,Bright_Down
0.0,0.0,0.0,0.041839695643889535,0.2663554603828443,-0.2942598739204167,0.007542380146452748,0.5337524419646225,-0.4807749582869054,0.017251289178594136,0.7641074140302738,-0.6154903120760439,0.009112507735980343,1.0,-0.7260645300793779,-0.27258980477308853,0.12278917571633739,-0.4977328936381924,0.17972786918915415,0.0810777390671627,-0.6580175898318932,0.1819288105023336,0.18807742675014913,-0.6913409366949247,0.05131232216332998,0.24043230006182725,-0.7187438313980463,-0.2495746763308234,-0.21480449288168638,-0.430449085321472,0.22980691780670454,-0.1935173772156408,-0.5810534081403346,0.21497467687609073,-0.04585837650285523,-0.5550305850671654,0.09329378731484009,-0.026250926575815032,-0.5437133191466467,-0.1657118328767729,-0.4652339666411502,-0.37948870293154713,0.26656544889284983,-0.4168008074803408,-0.5267100054358691,0.23463847109462116,-0.2726103431761156,-0.4763100972831228,0.1153708135964228,-0.2512410738979617,-0.43902032434758825,-0.06483810255448659,-0.6494381777407938,-0.3591103661605052,0.25105441071292794,-0.5998372679925347,-0.5022046310689472,0.2440337908227266,-0.4724204689723195,-0.5336770073712652,0.15053716405852172,-0.42022520752723386,-0.5471461405446333,2,Bright_Down
0.0,0.0,0.0,0.019107490590556133,0.31516371733687654,-0.259216065422372,-0.01861869491045309,0.5731869910230794,-0.41693777961154666,0.01216425465645209,0.7769202823531803,-0.5257387693973936,0.035256293815997895,1.0,-0.6120016482362752,-0.28726959088766973,0.12430412033926079,-0.42705370980319063,0.16758603782069278,0.14175481205882315,-0.55867712626651,0.14815234470765623,0.2464326045010359,-0.5860681666213695,0.01602507999456329,0.2601486711185012,-0.6155264900572678,-0.25346063022632204,-0.22204912472800578,-0.36729999397792235,0.2291417748821517,-0.14367188700791753,-0.4952286397166479,0.19486942372157953,-0.008765930636234646,-0.4688127772298109,0.070988172618042,-0.026173052470590326,-0.45846108695961413,-0.16593038218283854,-0.4723853305404571,-0.3214773043568279,0.2669916836140394,-0.3778661807502404,-0.447484651535138,0.2190696368710471,-0.2425336713916069,-0.3926575401423117,0.09060884786234456,-0.25642585942551266,-0.35277896420432064,-0.06476441140641812,-0.6524633498509351,-0.3039548112448076,0.243031549423874,-0.5746983769900196,-0.4381426901789586,0.22378026550954536,-0.46925988991935125,-0.46533963495190617,0.11807108623661623,-0.4512965534061361,-0.47409321231893864,2,Bright_Down
0.0,0.0,0.0,0.012023976266363747,0.2997701280224744,-0.2278014806813591,-0.024765315524416912,0.5545319945899501,-0.37370965420800784,0.024746516703879975,0.7636104713942108,-0.4793788583812457,0.0474041084696958,1.0,-0.5656118053445093,-0.28801647879543174,0.11955623754891453,-0.3794565163088838,0.16771029363256376,0.11946926167256365,-0.502998918427185,0.14634530876686755,0.22247100720571325,-0.5382922940737391,0.015570937725272533,0.2448297603877269,-0.5744691202914265,-0.25804439128416495,-0.21969216555394358,-0.3353939608523632,0.23059986785682418,-0.1436070725674577,-0.44960516108937876,0.1914938094230717,-0.012453090676486837,-0.4335944249576446,0.07118837621302522,-0.017140263263695818,-0.43404681857386596,-0.17604894912086688,-0.4652394142588302,-0.303693917088709,0.268280975693877,-0.3677909969691288,-0.41519670858823327,0.21387192539023844,-0.2358562060671564,-0.37196246049593756,0.07669893713975194,-0.24560590102496183,-0.3436672904393005,-0.07758248170498785,-0.6441646455845832,-0.2987959157291783,0.2421623957417413,-0.5608745286509064,-0.4175181749363393,0.21893281852972168,-0.4494102434021153,-0.4442123434419484,0.10691866778022524,-0.4216034040402926,-0.4561934270661203,2,Bright_Down
0.0,0.0,0.0,0.023478036351642396,0.2953027196582852,-0.24821263371184074,-0.004915858397697596,0.5495214595952291,-0.4097812182372482,0.02258555935265961,0.7719114052501238,-0.5288054545819012,0.04368072862711057,1.0,-0.6273355031054932,-0.26541423600293296,0.0968163777022606,-0.4113774833734572,0.19154768211462786,0.10005651622223581,-0.5528690336200867,0.1744841626997972,0.20377111582427737,-0.5943952468051682,0.037514007128059274,0.23850588653048985,-0.6321655116239459,-0.24138324632823813,-0.24733169337885552,-0.3620937097305846,0.23779266718004335,-0.1803791231439324,-0.49233463007229683,0.2113408271858726,-0.04335903382000762,-0.4724118704166239,0.08693330601296043,-0.044150997341108444,-0.46813730221923044,-0.16378813335037842,-0.4992413687119243,-0.3278219405364023,0.27221969610693086,-0.4146245882968592,-0.45282059206670383,0.22907254159762555,-0.2746694860395758,-0.40559224152969636,0.09558986780216751,-0.2729314943156592,-0.37459733444943266,-0.0694672159077953,-0.6791998016086161,-0.32184839741498983,0.24975583816322341,-0.604699806098132,-0.4493089185825404,0.2343279236712535,-0.48589432868204413,-0.4769274190312659,0.126161210053079,-0.45504024382657654,-0.49044606192360973,2,Bright_Down
0.0,0.0,0.0,0.01833859831794264,0.28928259963204594,-0.2593680553580286,-0.016979463425723547,0.5354726658962685,-0.4306418714017307,0.013274848571725005,0.761095454535569,-0.5597908052855239,0.04066530574074579,1.0,-0.6685027268968049,-0.2783284124820881,0.08351643403123324,-0.415399705776867,0.1723969989012039,0.09852742902825054,-0.5665559682940785,0.16475135340999703,0.20493269762050328,-0.6147078378017772,0.03641263611657908,0.22977746340960428,-0.6550733381377869,-0.25980047684858787,-0.24406686575229536,-0.36505289866285,0.21638978003225642,-0.17630598291844793,-0.5039354016816928,0.19218888904666998,-0.03366596573480725,-0.48424703938934494,0.067813206456863,-0.04089852325849008,-0.47619575788914864,-0.18913057967793978,-0.48505520909811856,-0.3325885212634313,0.24546226897489323,-0.4001277643088158,-0.46297428836804283,0.2045224241265889,-0.2578050790246621,-0.4123584431630679,0.0743138729114207,-0.2616517608306382,-0.37600158479620716,-0.1026750676145302,-0.6609075500429399,-0.33058493587991383,0.21853568822898864,-0.5801079145940308,-0.4538090510062127,0.21025601859190093,-0.4575410430208922,-0.47581369309663996,0.11150816510776812,-0.4269816804633442,-0.4842337985703178,2,Bright_Down
0.0,0.0,0.0,0.015506130453484902,0.30256094379565246,-0.2310285882078284,-0.0015473567604389722,0.5582793591681012,-0.37920895569325186,0.03482733424981596,0.7832350792861875,-0.48690896336167855,0.06314831296477408,1.0,-0.5733098537940299,-0.2269066324930751,0.12140884285181455,-0.3866888409875088,0.21639703509044705,0.14725765503489383,-0.5180461003092147,0.18769822789743795,0.24881583707837168,-0.5491108097746508,0.057254685849913355,0.2687718921463752,-0.5761577980901809,-0.20252700137546967,-0.20224686144470425,-0.33869927999064314,0.2700459446886451,-0.08578993308334511,-0.45675011010093797,0.2153664582022896,0.030567815302525645,-0.42376391289609816,0.09072258329284727,0.017331265716701474,-0.40407364276240776,-0.13251215296485364,-0.43247055454656297,-0.30509407793878596,0.29013274829576363,-0.2972692943891601,-0.4206245808148188,0.2212655538872274,-0.17979440413652584,-0.35395724300546083,0.08765123548048037,-0.19527704459581613,-0.3019922801339445,-0.05251467844994375,-0.600563523717872,-0.29974873711699157,0.2589760674244862,-0.48581098707814174,-0.42837037532907246,0.22980572034801483,-0.3803148131507676,-0.4460713288115511,0.12723249712682572,-0.3556574656732263,-0.44239915293338883,2,Bright_Down
0.0,0.0,0.0,0.021363013281786594,0.29440074016327644,-0.22903957956987178,0.030501788583015273,0.556311867439095,-0.3839501347213096,0.08536897554717696,0.7842103331121151,-0.49353586257268195,0.10027488052767787,1.0,-0.5842542856056512,-0.17726412970921882,0.155294939899167,-0.4326527961985256,0.24648176109013242,0.20138077835964285,-0.5681588497526521,0.19780699339340035,0.2711477119371856,-0.6019609193504117,0.07057392117483291,0.2697683584546411,-0.6293413214458988,-0.15724774603763414,-0.15717457014597502,-0.3819595633021224,0.31529970236973964,-0.005855037351100343,-0.49695888829678514,0.23263509525424156,0.06732471838149418,-0.4570873554574736,0.10513830002018978,0.029274341489426446,-0.4326916180618398,-0.0930732135663756,-0.3811913324967614,-0.34082435768028185,0.336612241191603,-0.19811297971264819,-0.4503334983876198,0.2492701731201524,-0.11394005566197858,-0.36086951058649985,0.11830416440859873,-0.15795619976100705,-0.2916823389723701,-0.019504152429970913,-0.5450025696088688,-0.3287993006127466,0.29460203424148723,-0.3860386919338432,-0.46420902402236636,0.2437860868237992,-0.3070342076765616,-0.47247590736695383,0.13055037930711366,-0.31274506678568015,-0.4562852583281904,2,Bright_Down
0.0,0.0,0.0,0.01371003905003784,0.29194006704219627,-0.1954217054877432,0.02523938753012342,0.5553258395102992,-0.32823106961170984,0.08624982173673519,0.7843521646805107,-0.4230615694706786,0.10089460958794892,1.0,-0.5050701878780234,-0.14581543145091616,0.1911145984481766,-0.3831742646111898,0.26144069943076254,0.2701952829463563,-0.5052144363475916,0.20283721413971934,0.3234740927759828,-0.5481897757087874,0.07940030073407613,0.3066711933934435,-0.5837262577612009,-0.117982145244989,-0.10865056785112248,-0.3420674284387276,0.3371764104967494,0.08003742738879502,-0.43481147304180506,0.24501439033495478,0.13544439935136154,-0.4039253370277822,0.11967522217247555,0.08630562588919588,-0.3908342619602001,-0.051874229841276376,-0.3222191427897233,-0.30731881444657927,0.35750456465098246,-0.10895146571302791,-0.39893060215541637,0.2633689259315111,-0.04071024062352776,-0.31776460305226045,0.13458791675143555,-0.09733402388534715,-0.2568435198339964,0.02074370205683343,-0.4729778628319894,-0.2983928700665897,0.31655484583020727,-0.29460100089485525,-0.41568679334535624,0.25994767512530487,-0.22637077285007484,-0.41615089203049577,0.15379062866945936,-0.241989735077683,-0.39725302638139115,2,Bright_Down
0.0,0.0,0.0,0.00395858465328572,0.28488151271645634,-0.19380662335314236,-0.0067486451445894135,0.5473375900479844,-0.32684631681733295,0.043246301188375254,0.7833210566793603,-0.4234973958903765,0.048478119076029696,1.0,-0.5072508683171086,-0.19678615862406462,0.16195463721820957,-0.37040623016088026,0.21580176245728924,0.27177942646090364,-0.49833314565217546,0.15906932055688744,0.3155710874012929,-0.5542686654660648,0.03795267586215923,0.2918520586845874,-0.5980052450715007,-0.16127936065416024,-0.14779624971853378,-0.33371478961854545,0.30531686977075745,0.06753929074631149,-0.42454715281747546,0.20702607570999174,0.10745356504093713,-0.40169821528734434,0.08202380337769169,0.056812670379475856,-0.3952100703176336,-0.08289177372078599,-0.36315627077669166,-0.30457815712533276,0.33152104228186274,-0.1251201912297911,-0.39690892654068527,0.2346011614466043,-0.06345490977689454,-0.317547963343258,0.10616360744083998,-0.12109070980874355,-0.2565186319567378,0.0012538426654082188,-0.5094026080800016,-0.30192016458730847,0.3037976186927024,-0.32377269211630366,-0.4186756885362366,0.24602463038545785,-0.2623957241856385,-0.4165653280825264,0.1398699910827621,-0.2811168337527756,-0.39406938980076833,2,Bright_Down
0.0,0.0,0.0,-0.030457465740585204,0.23583501922032898,-0.17832538942276435,-0.12357709920319015,0.5131847318283292,-0.30062074282606505,-0.12522135635390724,0.7711371277354582,-0.3924595890707365,-0.1432256556700579,1.0,-0.46583392536684887,-0.3468683888276208,0.13845964704708066,-0.32357963274555634,0.02111120037588585,0.26506038762011186,-0.4536249995385732,0.06495497403612302,0.2905590328242807,-0.5006746972961609,-0.012343614200889565,0.26785250862419446,-0.5294704383926083,-0.3089900989134854,-0.16658803251509996,-0.29655538153500427,0.15528394719095925,0.06033162675313989,-0.39203020521678666,0.14194267740765357,0.12085752611603284,-0.3704906860780132,0.010424259244381796,0.0825661025944401,-0.3566123669499516,-0.21242297870061325,-0.3957888125269316,-0.2790655212019168,0.1946071092089599,-0.16049473784152907,-0.37568878692935576,0.16356122630324543,-0.1000530719660729,-0.2940304462316785,0.04263456056168642,-0.14320447557350588,-0.22782452274295142,-0.10995148053743886,-0.5545320537633623,-0.28514983867939164,0.18753490455566835,-0.37233002972517,-0.3877822873176575,0.18285629426214142,-0.3128572924046226,-0.3656817999319874,0.09615447350418611,-0.3319622263933217,-0.3270140036601713,2,Bright_Down
0.0,0.0,0.0,-0.03689015077540923,0.2144095422656872,-0.19158042497622615,-0.16024281300544313,0.492865584048152,-0.3144093980409579,-0.1932704393067636,0.7548868057746331,-0.40546458805002145,-0.24315000926384944,1.0,-0.4751813458529368,-0.4250915118101562,0.10478991091682065,-0.31924149702894494,-0.05418525695915394,0.2353005242838043,-0.467221570989516,0.037603467183439244,0.27076604523763026,-0.5344577453201403,-0.005405080595490258,0.2506995458210024,-0.576910837693238,-0.37436142032338343,-0.19771533442496533,-0.2920100672914875,0.11655099373563478,0.04466076784793266,-0.4119192690481136,0.14520307860251075,0.14111872249012272,-0.4150773966989516,0.021909003960921578,0.11925128066459356,-0.41751072202030703,-0.25785975032673847,-0.4282574949549577,-0.2767235577096626,0.17456247089398652,-0.17740446968217485,-0.3871018545133842,0.17807922844652757,-0.08867306623401985,-0.3176032353277016,0.06924752504994967,-0.11592555871027185,-0.2607941181975921,-0.13191220875208437,-0.5884646296212839,-0.28640800470792505,0.16490152778403713,-0.39303383558419835,-0.3953980385585317,0.178847627202668,-0.31318345927161106,-0.3770146178445643,0.10432771994131226,-0.3246798964451856,-0.34142190674146516,2,Bright_Down
0.0,0.0,0.0,-0.07380952630719485,0.2756628331911909,-0.13382106893356274,-0.24418334873647068,0.5475199899853381,-0.22136744881164544,-0.3571478774616609,0.7837046346134546,-0.2974490908595179,-0.4118896834646534,1.0,-0.365567192885284,-0.5645716651508301,0.3342945870123403,-0.17048985680980755,-0.6992195190094996,0.6010465041871706,-0.30335300762732775,-0.7755069660295257,0.7471002413799253,-0.38031329288433985,-0.8788403378269932,0.8499669732957503,-0.43441786182902736,-0.6049923561275289,0.1075023594249542,-0.16914897742528964,-0.4874727560286411,0.32895209362030375,-0.3496013208876282,-0.2966809473506429,0.29955028433736963,-0.3906524521352963,-0.26159003037617573,0.21183772191619923,-0.3882730520568994,-0.5439585608399448,-0.10945458906842315,-0.18282534833073885,-0.3931384180820594,0.07954015777987815,-0.33578537544095993,-0.24457139939863073,0.08930847431312673,-0.29912697943731353,-0.24577287907890288,0.025584418808681845,-0.24725107924544742,-0.4511776494008162,-0.3096917029715642,-0.21163453676548288,-0.3329299844360126,-0.17105857143506537,-0.30342071324522435,-0.22578315599619136,-0.11262298469791843,-0.27863831534214906,-0.2262247941906569,-0.13845698328593503,-0.24219477212402282,2,Bright_Down
0.0,0.0,0.0,-0.07158063426410369,0.25939094826520775,-0.09535001465080863,-0.21934736217650305,0.5314263114963459,-0.17107984475569538,-0.30237177532977944,0.7761624467532896,-0.2425364667102307,-0.350824510377444,0.9848228130741787,-0.311732781255131,-0.5030444759370185,0.3649706267663077,-0.1580270264907348,-0.675728975273752,0.6511830862905684,-0.3041084290729428,-0.8013211363692541,0.8386490784302416,-0.40345385500542963,-0.9111592334121563,1.0,-0.4750216771016816,-0.5573795203058441,0.1559665153375244,-0.16955262198876148,-0.46842290865047914,0.36801390799957157,-0.33602001687542943,-0.2866926480402739,0.3208128929133469,-0.3600117075048323,-0.2510050342344421,0.232729115342468,-0.35137778945327053,-0.5126936038032776,-0.04820654368084107,-0.19508948683892915,-0.37881287643467443,0.12265141840173356,-0.33353567161428366,-0.23589170216447364,0.11857459483064044,-0.2797774425772149,-0.23990961448145737,0.05196318664568382,-0.2223463852231953,-0.4316158162298445,-0.23726750652967396,-0.23215568578594198,-0.3159117237515346,-0.10696866580428281,-0.3114094285044286,-0.21173479224513672,-0.06305432194382421,-0.2709757098448038,-0.21972216958201848,-0.10530975784590793,-0.22860655050428028,2,Bright_Down
0.0,0.0,0.0,-0.09595648229269894,0.15056396446552353,0.0003596922207113797,-0.11506901343521075,0.37641610932438946,-0.03963700904105482,-0.054453014924846166,0.5825815981350222,-0.08484145163593065,-0.0008768936922001244,0.7065493529023,-0.13174731364852077,-0.2882373774784286,0.44579137432820537,-0.059264482391073646,-0.2687215440338421,0.7038716177270508,-0.10994207925972398,-0.26510963897045114,0.8642743021601336,-0.1417190587980707,-0.27297886907518315,1.0,-0.17081921179203863,-0.2505453570033406,0.40921989042301116,-0.09020989431466013,-0.08695266429068348,0.6329071573307982,-0.1477002675328431,-0.056442592020131105,0.5437429504036171,-0.14939061301182366,-0.08956841786012627,0.46946691989776346,-0.1528080710689359,-0.17239927291357746,0.3677998223886257,-0.1203173944329444,-0.011385079904674238,0.5605157570546913,-0.16277408048611605,0.005464765663773997,0.47610459821089285,-0.1337323394766778,-0.0314689374477091,0.4201917379882406,-0.11839121867920102,-0.07886649856562881,0.33307954407758616,-0.15208019283949142,0.04216378240185797,0.47097135301042714,-0.18637688690938345,0.05965090272152469,0.4036058496876614,-0.1736415815312038,0.03514266186139394,0.3527606834383916,-0.16373834877184176,2,Bright_Down
0.0,0.0,0.0,-0.09972779221806774,0.16365077854606536,0.0029270458797605262,-0.12447414861392818,0.39703323321953365,-0.03368274571370416,-0.06569426817311383,0.6090547211550902,-0.07543397333511576,0.005379267889772889,0.7120180129994687,-0.1191543578581781,-0.29243972857006917,0.452440688187035,-0.054545159361542375,-0.26790714756930895,0.7158750584056566,-0.10104317473866917,-0.2603014480325981,0.8688985468351886,-0.13041977487991196,-0.2715454056533468,1.0,-0.1590158175024088,-0.2602863788386015,0.414553192717817,-0.08662112911596596,-0.09934955879003794,0.6490115410646563,-0.14208664725833997,-0.06504345273926539,0.5577141442729311,-0.14326144295882828,-0.09546925804233862,0.47967964296902815,-0.1456191035623552,-0.1857978827481719,0.37301414085145557,-0.11740618934997352,-0.016858451953395227,0.5668537607896765,-0.156858517035912,0.0029264307915690567,0.4817720890994997,-0.12964795482065627,-0.0332556061411209,0.42345196943339297,-0.11500160040283638,-0.09339351833536662,0.3385735815043586,-0.14986487403053067,0.039179904391143085,0.4755376528036319,-0.17959537469397616,0.06025131539696066,0.41060833834971544,-0.16771313145700367,0.038453642748770674,0.36196765315647156,-0.1594758288734689,2,Bright_Down
